Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data,Code,Rate 1s,Rate 30s
HARB00ZAF,ZA,SEPT POLARX5TR,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-25.88696174055555,27.707245846666662,1558.078,5084657.615,2670325.2503,-2768481.0274,ROBOT,"IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,30302M009,EXTERNAL CESIUM,Centre National d'Etudes Spatiales,1.0,HARB,SI,SI
HERS00GBR,GB,SEPT POLARX5TR,LEIAR25.R3,NONE,GPS+GLO+GAL+BDS+SBAS,50.86730000000001,0.3361999999999999,76.5,4033471.33,23667.86,4924300.35,ROBOT,"IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,13212M007,EXTERNAL H-MASER,NERC Space Geodesy Facility,1.0,HERS,SI,SI
HERT00GBR,GB,LEICA GRX1200GGPRO,LEIAT504GG,NONE,GPS+GLO,50.86747777777777,0.3343527777777778,83.3,4033461.038,23537.662,4924318.165,ROBOT,"IGS08, IGS, IGS14, RTS",BKG,13212M010,INTERNAL,NERC Space Geodesy Facility,1.0,HERT,NO,SI
HKSL00HKG,CN,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS,22.372005555555557,113.92798055555556,95.3,-2393382.414,5393861.187,2412592.401,ROBOT,"IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,23015M001,INTERNAL,Hong Kong Lands Department,1.0,HKSL,NO,SI
HKWS00HKG,CN,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS,22.434283333333337,114.3353777777778,63.8,-2430579.004,5374285.676,2418956.331,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,23019M001,INTERNAL,Hong Kong Lands Department,1.0,HKWS,NO,SI
HLFX00CAN,CA,SEPT POLARX5,TPSCR.G3,NONE,GPS+GLO+GAL,44.68355000000001,-63.611277777777765,3.1,2018905.8,-4069070.52,4462415.41,ROBOT,"IGS20, IGS08, IGS14 Core, IGS, IGS14, RTS, IGS Multi-GNSS",CDDIS,40120M001,EXTERNAL RUBIDIUM,Natural Resources Canada,1.0,HLFX,SI,SI
HNLC00USA,US,TRIMBLE NETR9,ASH700936D_M,SNOW,GPS,21.3033,-157.8645,22.0,-5506799.0,-2240050.0,2302720.0,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14",SOPAC,49970S001,INTERNAL,Pacific GPS Facility,1.0,HNLC,NO,SI
HNPT00USA,US,SEPT POLARX5,TWIVC6050,NONE,GPS+GLO+GAL+BDS,38.588816666666666,-76.1303722222222,-28.0,1196626.343,-4846358.5,3956723.115,ROBOT,IGS,https://geodesy.noaa.gov/corsdata/,49913S001,INTERNAL,National Geodetic Survey,1.0,HNPT,NO,SI
HNUS00ZAF,ZA,TRIMBLE ALLOY,ASH701941.B,SCIS,GPS+GLO,-34.42463055555554,19.223061111111107,63.0,4973168.8045,1734085.3905,-3585434.1455,ROBOT,"IGS20, IGS",ftp://igs.ign.fr/,30322M001,INTERNAL,National Geospatial Information,2.0,HNUS,NO,SI
HOB200AUS,AU,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-42.80470555555554,147.4387361111111,41.0,-3950072.2497,2522415.3618,-4311637.4022,ROBOT,"IGS08 Core, IGS20, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",GA,50116M004,EXTERNAL H-MASER,Geoscience Australia,1.0,HOB2,SI,SI
HOFN00ISL,IS,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,64.26729444444443,-15.197913888888886,82.9,2679689.9,-727950.9,5722789.6,ROBOT,"IGS08 Core, IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,10204M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1.0,HOFN,SI,SI
HOLB00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,50.64040000000001,-128.135,560.0,-2503040.424,-3188233.325,4908701.543,ROBOT,"IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS",PGC,40130M001,INTERNAL RECEIVER CLOCK,Geological Survey of Canada,1.0,HOLB,SI,SI
HOLM00CAN,CA,SEPT POLARX5,ASH701945D_M,NONE,GPS+GLO+GAL,70.73640000000003,-117.7609,39.5,-983063.87,-1867634.52,5998678.91,ROBOT,"IGS20, IGS14 Core, IGS, IGS14",CDDIS,40148M001,INTERNAL,"NRCan, Geodetic Survey Division",28.0,HOLM,NO,SI
HOLP00USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+SBAS,33.9245388888889,-118.16816944444444,-6.71,-2500946.0962,-4670472.9515,3539500.5469,ROBOT,"IGS, RTS",CDDIS,49903M001,INTERNAL,USGS,2.0,HOLP,NO,SI
HRAG00ZAF,ZA,JAVAD TRE_G3TH DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+IRNSS+SBAS,-25.89040222222222,27.68518022222223,1407.38,5085418.18,2668226.51,-2768758.21,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,30302M010,EXTERNAL H-MASER,DLR German Space Operations Center,1.0,HRAG,NO,SI
HRAO00ZAF,ZA,SEPT POLARX5TR,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-25.890105555555557,27.686980555555557,1414.3,5085352.597,2668395.992,-2768731.551,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,30302M004,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,HRAO,SI,SI
HYDE00IND,IN,LEICA GRX1200GGPRO,LEIAT504GG,NONE,GPS+GLO,17.41725555555556,78.55086666666668,441.68,1208444.8595,5966806.0568,1897076.6227,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14",CDDIS,22307M001,INTERNAL,National Geophysical Research Institute,1.0,HYDE,NO,SI
IENG00ITA,IT,SEPT POLARX5TR,SEPCHOKE_MC,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,45.01513333333334,7.639405555555555,316.6,4476537.4,600431.46,4488761.34,ROBOT,"IGS, IGS Multi-GNSS",ASI,12724S001,EXTERNAL H-MASER,Istituto Nazionale di Ricerca Metrologica,1.0,IENG,NO,SI
IISC00IND,IN,SEPT POLARX5,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,13.021165861111111,77.57037594444444,843.7145,1337936.455,6070317.1261,1427876.7852,ROBOT,"IGS08 Core, IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,22306M002,INTERNAL,Jet Propulsion Laboratory,1.0,IISC,SI,SI
IITK00IND,IN,TRIMBLE ALLOY,TRM159900.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,26.52142222222222,80.23213333333335,71.7,968880.6487,5628037.6499,2830900.7294,ROBOT,"RTS, IGS, IGS Multi-GNSS",,22317M001,,Indian Institute of Technology Kanpur,1.0,IITK,NO,SI
IMPZ00BRA,BR,LEICA GR50,LEIAR10,NONE,GPS+GLO+GAL+BDS+SBAS,-5.491763888888888,-47.49723333333333,105.0,4289656.4,-4680884.9,-606347.1,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,41615M001,,Instituto Brasileiro de Geografia e Estatística,10.0,IMPZ,SI,SI
INEG00MEX,MX,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS,21.856152777777773,-102.2842027777778,1888.3,-1260435.67,-5788547.37,2360340.12,ROBOT,"IGS, IGS Multi-GNSS",ftp://geodesia.inegi.org.mx,40507M001,INTERNAL,Instituto Nacional de Estadistica y Geografía,1.0,INEG,NO,SI
INVK00CAN,CA,TRIMBLE NETR9,ASH701945C_M,SCIS,GPS,68.30619999999999,-133.527,46.36,-1628432.02,-1714393.06,5903844.73,ROBOT,"IGS20, IGS08, IGS, IGS14",CDDIS,40150M001,INTERNAL,"NRCan, Geodetic Survey Division",1.0,INVK,NO,SI
IQAL00CAN,CA,SEPT POLARX5S,TPSCR.G3,NONE,GPS+GLO+GAL,63.75596388888888,-68.51049722222224,91.7,1036001.02,-2631455.56,5697819.69,ROBOT,"IGS20, IGS, IGS14, RTS",CDDIS,40194M001,INTERNAL,Natural Resources Canada,1.0,IQAL,SI,SI
IQQE00CHL,CL,TRIMBLE NETR9,ASH700936D_M,SNOW,GPS,-20.273541666666667,-70.13171666666666,38.9,2034208.0,-5629172.0,-2196142.0,ROBOT,"IGS, RTS",SIO,41708S002,INTERNAL,National Seismological Center of the U. of Chile,4.0,IQQE,NO,SI
IRKJ00RUS,RU,JAVAD TRE_G3TH SIGMA,JPSREGANT_SD_E1,NONE,GPS+GLO,52.219019444444434,104.31617777777775,502.1,-968328.35,3794426.541,5018167.196,ROBOT,"IGS20, IGS08, IGS",CDDIS,12313M002,EXTERNAL H-MASER,VNIIFTRI,2.0,IRKJ,NO,SI
IRKM00RUS,RU,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO,52.21902409166668,104.31624031388888,502.317,-968332.3889,3794425.4087,5018167.7058,ROBOT,"IGS14 Core, IGS, IGS14",CDDIS,12313M001,EXTERNAL H-MASER,RDAAC,,IRKM,NO,SI
ISBA00IRQ,IQ,TRIMBLE NETR5,TRM57971.00,NONE,GPS+GLO,33.34141388888891,44.43840277777778,72.4,3808364.974,3734430.116,3485693.39,ROBOT,"IGS20, IGS",https://geodesy.noaa.gov/corsdata/,20308M001,INTERNAL,Iraq Ministry of Water Resource General Directorat,685.0,ISBA,NO,SI
ISHI00JPN,JP,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+QZSS,36.20883333333333,140.21895555555554,155.83,-3959648.7541,3296836.3371,3747005.5756,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,21791M001,EXTERNAL H-MASER,Geospatial Information Authority of Japan,1.0,ISHI,SI,SI
ISPA00CHL,CL,ASHTECH UZ-12,ASH701945E_M,SCIT,GPS,-27.124982944444447,-109.34440997222224,112.4948,-1881703.507,-5359979.772,-2890599.259,ROBOT,"IGS08 Core, IGS20, IGS14 Core, IGS08, IGS, IGS14",JPL,41703M007,INTERNAL,Jet Propulsion Laboratory,,ISPA,NO,SI
ISTA00TUR,TR,LEICA GR25,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,41.10444722222224,29.019338888888885,147.2,4208830.46,2334850.14,4171267.18,ROBOT,"IGS20, IGS08, IGS, RTS, IGS Multi-GNSS",BKG,20807M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1.0,ISTA,SI,SI
IZMI00TUR,TR,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,38.39480833333333,27.081822222222225,74.9,4456584.236,2278765.506,3939930.889,ROBOT,"IGS, IGS Multi-GNSS",IGN,20817M001,INTERNAL,General Command of Mapping Turkey,1.0,IZMI,NO,SI
JCTW00ZAF,ZA,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,-33.95143333333333,18.468549999999997,83.596,5023564.462,1677795.751,-3542025.865,ROBOT,"IGS, IGS Multi-GNSS",JAXA,30305M001,INTERNAL,Japan Aerospace Exploration Agency,1.0,JCTW,NO,SI
JDPR00IND,IN,TRIMBLE ALLOY,JAVGRANT_G5TLBI,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,26.20670555555556,73.02382500000002,168.2,1671950.8578,5476891.3303,2799675.5722,ROBOT,"IGS, IGS Multi-GNSS",GA,22313M001,,ISTRAC,1.0,JDPR,SI,SI
JFNG00CHN,CN,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,30.51556541194444,114.49101890027777,71.324,-2279828.8292,5004706.5483,3219777.4684,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,21602M006,INTERNAL,Centre National d'Etudes Spatiales,275.0,JFNG,NO,SI
JOG200IDN,ID,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-7.763813888888889,110.37246388888892,174.4,-2200208.0871,5924895.6273,-855929.2334,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,23109M002,INTERNAL,GeoForschungsZentrum,1.0,JOG2,SI,SI
JOZ200POL,PL,TRIMBLE NETR9,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,52.09783055555556,21.032341666666667,152.3,3664881.0,1409190.0,5009618.0,ROBOT,"IGS08, IGS, IGS Multi-GNSS, RTS",BKG,12204M002,INTERNAL,Warsaw University of Technology,1.0,JOZ2,SI,SI
JOZE00POL,PL,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.097272222222216,21.03153333333333,141.4,3664940.5,1409153.59,5009571.17,ROBOT,"IGS08, IGS20, IGS, IGS14, IGS Multi-GNSS",BEV,12204M001,INTERNAL,Warsaw University of Technology,1.0,JOZE,NO,SI
JPLM00USA,US,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL+BDS,34.20481944444445,-118.17322500000004,423.9843,-2493304.6796,-4655215.1032,3565497.5918,ROBOT,"IGS08, IGS, IGS Multi-GNSS, RTS",JPL,40400M007,EXTERNAL RUBIDIUM,Jet Propulsion Laboratory,1.0,JPLM,SI,SI
JPRE00ZAF,ZA,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,-25.732025000000004,28.28263333333333,1387.327,5064032.232,2724721.054,-2752950.721,ROBOT,"IGS, IGS Multi-GNSS",JAXA,30325M001,INTERNAL,Japan Aerospace Exploration Agency,1.0,JPRE,NO,SI
KARR00AUS,AU,SEPT POLARX5,TWIVC6050,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-20.98142222222221,117.09719722222218,109.1,-2713833.2625,5303935.1096,-2269513.7461,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS14, IGS Multi-GNSS, RTS",GA,50139M001,INTERNAL,Geoscience Australia,1.0,KARR,SI,SI
KAT100AUS,AU,SEPT POLARX5,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+IRNSS,-14.375994444444444,132.15327777777782,184.3,-4147413.8169,4581462.5899,-1573359.0814,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",GA,59968M001,INTERNAL,Geoscience Australia,1.0,KAT1,SI,SI
KERG00ATF,TF,TRIMBLE ALLOY,ASH701945E_M,SNOW,GPS+GLO+GAL+BDS+QZSS+SBAS,-49.35146693888888,70.25552387944447,73.009,1406337.0,3918161.0,-4816168.0,ROBOT,"IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,91201M002,INTERNAL,Centre National d'Etudes Spatiales,1.0,KERG,SI,SI
KHAR00UKR,UA,NOV OEMV3,NOV702GG,NONE,GPS+GLO,50.005102777777786,36.23900833333334,201.0,3312984.369,2428203.401,4863307.795,ROBOT,IGS,BKG,12314M001,INTERNAL,Main Astronomical Observatory of Ukraine,,KHAR,NO,SI
KIR000SWE,SE,SEPT POLARX5,JAVRINGANT_DM,OSOD,GPS+GLO+GAL+BDS+QZSS+SBAS,67.87757222222223,21.060233333333336,498.0,2248123.504,865686.533,5886425.594,,"IGS, IGS Multi-GNSS, RTS",BKG,10422M001,INTERNAL,Lantmateriet the Swedish mapping authority,1.0,KIR0,SI,SI
KIR800SWE,SE,TRIMBLE ALLOY,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,67.87754166666667,21.060177777777785,498.0,2248127.371,865685.468,5886424.301,ROBOT,"IGS Multi-GNSS, RTS, IGS",BKG,10422M002,INTERNAL,Lantmateriet the Swedish mapping authority,1.0,KIR8,NO,SI
KIRI00KIR,KI,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,1.3545805555555557,172.92289722222222,36.2,-6327822.4922,785604.1018,149769.0463,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",GA,50305M001,INTERNAL,Geoscience Australia,1.0,KIRI,SI,SI
KIRU00SWE,SE,SEPT POLARX5TR,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,67.85734999999997,20.96844166666667,390.9,2251420.999,862817.095,5885476.564,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,10403M002,EXTERNAL CESIUM,ESA/ESOC,1.0,KIRU,SI,SI
KIT300UZB,UZ,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,39.13476666666666,66.88544999999999,622.6,1944944.8306,4556652.418,4004326.1235,ROBOT,"IGS08, IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,12334M001,INTERNAL,GeoForschungsZentrum,1.0,KIT3,SI,SI
KITG00UZB,UZ,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,39.1333864027778,66.88673816111113,620.631,1944879.726,4556783.77,4004205.937,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,12334M004,INTERNAL,Centre National d'Etudes Spatiales,1.0,KITG,SI,SI
KLSQ00GRL,GL,SEPT POLARX5,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS,66.99560555555557,-50.62023611111111,353.2,1586032.319,-1932258.392,5848546.971,ROBOT,"IGS, IGS Multi-GNSS",Agency for Data Supply and Infrastructure (SDFI),43015M001,INTERNAL,DTU Space,1.0,KLSQ,SI,SI
KMNM00TWN,TW,TRIMBLE ALLOY,TPSCR3_GGD,CONE,GPS+GLO+GAL+BDS+QZSS+SBAS,24.463822222222227,118.38857777777774,49.1,-2761837.8555,5110347.1476,2625150.8677,ROBOT,"IGS20, IGS, IGS Multi-GNSS",GA (ftp.ga.gov.au),23608M001,INTERNAL,National Land Surveying and Mapping Center,3.0,KMNM,NO,SI
KOKB00USA,US,SEPT POLARX5TR,ASH701945G_M,NONE,GPS+GLO+GAL+BDS+QZSS,22.126263777777776,-159.6649297777778,1167.5216,-5543838.3609,-2054586.6103,2387810.1225,ROBOT,"IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS",JPL,40424M004,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,KOKB,SI,SI
KOKV00USA,US,JAVAD TRE_G3TH DELTA,ASH701945G_M,NONE,GPS+GLO+GAL+QZSS,22.126263777777776,-159.6649297777778,1167.5216,-5543838.3609,-2054586.6103,2387810.1225,ROBOT,"IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,40424M004,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,KOKV,SI,SI
KOS100NLD,NL,SEPT POLARX5E,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.17335555555557,5.818225000000001,104.8,3899613.948,397361.592,5014738.666,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,13504M005,INTERNAL,Delft University of Technology,1.0,KOS1,SI,SI
KOUC00NCL,NC,TRIMBLE NETR9,TRM57971.00,TZGD,GPS+GLO+GAL+BDS+QZSS,-20.558697222222214,164.2873333333333,84.17,-5751222.662,1617967.645,-2225744.218,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS Multi-GNSS, RTS",IGN,92727S001,INTERNAL,DEPARTMENT of LAND (DITTT/ST/BGN),1.0,KOUC,SI,SI
KOUG00GUF,GF,SEPT POLARX5TR,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,5.0984708675,-52.63975015083333,107.248,3855263.0,-5049731.0,563040.0,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,97301M402,EXTERNAL CESIUM,Centre National d'Etudes Spatiales,1.0,KOUG,SI,SI
KOUR00GUF,GF,SEPT POLARX5TR,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+SBAS,5.2522,-52.806,-25.57,3839591.447,-5059567.538,579956.867,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,97301M210,EXTERNAL H-MASER,ESA/ESOC,1.0,KOUR,SI,SI
KRGG00ATF,TF,TRIMBLE ALLOY,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-49.351543011111104,70.2555059277778,72.9673,1406336.2099,3918154.6213,-4816172.8453,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,91201M007,INTERNAL,Centre National d'Etudes Spatiales,1.0,KRGG,SI,SI
KRS100TUR,TR,TRIMBLE NETR5,TRM55971.00,TZGD,GPS+GLO+SBAS,40.58845277777779,43.09344444444445,1811.7,3542999.668,3314720.171,4129002.589,ROBOT,IGS,IGN,20816M001,INTERNAL,General Command of Mapping Turkey,1.0,KRS1,NO,SI
KSU100USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS,39.10075000000001,-96.60948333333334,325.5905,-570504.689,-4923591.018,4001208.4839,ROBOT,"IGS20, RTS, IGS, IGS Multi-GNSS",CDDIS,49240M001,INTERNAL,EarthScope Consortium,1.0,KSU1,NO,SI
KUJ200CAN,CA,SEPT POLARX5,AOAD/M_T_RFI_T,NONE,GPS+GLO+GAL,55.29000833333334,-77.73527222222222,8.6,773263.38,-3557025.2,5219841.77,ROBOT,"IGS, IGS Multi-GNSS, RTS",NRCan,40154M002,INTERNAL,Natural Resources Canada,,KUJ2,NO,SI
KZN200RUS,RU,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,55.79078333333331,49.11924444444445,94.6,2352345.7,2717466.1,5251458.5,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",BKG,12374M001,INTERNAL,Kazan Federal University,1.0,KZN2,NO,SI
LAE100PNG,PG,ASHTECH UZ-12,ASH700936A_M,NONE,GPS,-6.6737,146.99319999999994,140.35,-5312857.053,3451108.016,-736322.743,COPIED,"IGS08, IGS08 Core, IGS20, IGS",CDDIS,51002M001,INTERNAL,Department of Surveying and Land Studies,4.0,LAE1,NO,SI
LAMA00POL,PL,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+SBAS,53.89240000000001,20.669933333333333,186.7,3524523.0,1329693.0,5129846.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",BEV,12209M001,INTERNAL,University of Warmia and Mazury in Olsztyn,1.0,LAMA,SI,SI
LAUT00FJI,FJ,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-17.60880555555556,177.44658333333334,89.7,-6075194.5,270924.0,-1917189.6,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",GA,50804M002,INTERNAL,Geoscience Australia,1.0,LAUT,SI,SI
LBCH00USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+SBAS,33.78776944444443,-118.20334444444448,-27.58,-2507798.7984,-4676369.6918,3526890.8008,ROBOT,"IGS, RTS",CDDIS,40482M001,INTERNAL,USGS,2.0,LBCH,NO,SI
LCK400IND,IN,TRIMBLE ALLOY,JAVGRANT_G5TLBI,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,26.91214166666667,80.95561666666669,64.2,894678.4718,5620595.0084,2869567.4303,ROBOT,"IGS20, IGS Multi-GNSS, IGS","CDDIS,KASI",22305M005,EXTERNAL Passive Hydrogen Maser,ISTRAC,1.0,LCK4,SI,SI
LEIJ00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,51.35398333333335,12.37410277777778,178.4,3898736.2,855345.5,4958372.6,ROBOT,"IGS, RTS, IGS Multi-GNSS",BKG,14267M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1.0,LEIJ,SI,SI
LHAZ00CHN,CN,LEICA GR25,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,29.65733055555556,91.1040222222222,3622.0,-106943.5,5549296.14,3139212.6,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS14, RTS, IGS Multi-GNSS",BKG,21613M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,645.0,LHAZ,NO,SI
LICC00GBR,GB,CHC P5E,CHCC220GR2,CHCD,GPS+GLO+GAL+BDS+SBAS,51.49978888888889,-0.1748388888888888,88.7,3978703.569,-12141.038,4968417.218,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,15201M001,INTERNAL,Imperial College London,1.0,LICC,SI,SI
LMMF00MTQ,MQ,TRIMBLE ALLOY,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,14.594816666666668,-60.99616944444443,-27.0,2993387.952,-5399363.731,1596748.042,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",IGN,97205M001,INTERNAL,Institut National de l'Information Geographique et,1.0,LMMF,SI,SI
LPAL00ESP,ES,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,28.76395833333333,-17.893838888888894,2207.0,5326648.0,-1719828.0,3052056.0,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",BKG,81701M001,INTERNAL,Instituto Geografico Nacional,1.0,LPAL,SI,SI
LPGS00ARG,AR,JAVAD TRE_3,JAV_RINGANT_G3T,NONE,GPS+GLO+GAL+BDS,-34.90674444444445,-57.93230000000001,29.9,2780102.9896,-4437418.9149,-3629404.5253,CHAMBER,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,41510M001,INTERNAL,GeoForschungsZentrum,1.0,LPGS,SI,SI
LROC00FRA,FR,LEICA GR25,ASH701945B_M,NONE,GPS+GLO+GAL+SBAS,46.15893888888889,-1.2193194444444444,57.9,4424632.8,-94175.5,4577543.9,COPIED,"IGS14, IGS08, IGS20, IGS, IGS Multi-GNSS",IGN,10023M001,INTERNAL,Universite de la Rochelle,1.0,LROC,NO,SI
M0SE00ITA,IT,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,41.89311388888889,12.493258333333332,120.6,4642432.5,1028629.4,4236854.2,ROBOT,"IGS20, RTS, IGS Multi-GNSS, IGS",BKG,12772M001,EXTERNAL RUBIDIUM,University of Rome La Sapienza,1.0,M0SE,SI,SI
MAC100AUS,AU,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,-54.499527777777786,158.93583055555558,-6.8,-3464038.831,1334173.214,-5169223.926,ROBOT,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",GA,50135M001,INTERNAL,Geoscience Australia,1.0,MAC1,SI,SI
MAD200ESP,ES,ASHTECH Z-XII3T,AOAD/M_T,NONE,GPS,40.42916111111111,-4.249658333333333,829.5,4849202.3989,-360328.9943,4114913.1884,ROBOT,IGS,JPL,13407S012,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,MAD2,SI,SI
